price,district,area_m2,age_building,building_floor,apartment_floor,number_windows,garage
124000000.0,Баянзүрх,45,0,6,2,3.0,Байгаа
191000000.0,Баянзүрх,69,0,6,4,4.0,Байгаа
120000000.0,Баянзүрх,43,0,6,5,2.0,Байгаа
175000000.0,Баянзүрх,63,0,6,4,3.0,Байгаа
127000000.0,Баянзүрх,31,34,5,3,3.0,Байхгүй
105000000.0,Хан-Уул,42,4,12,9,2.0,Байхгүй
99000000.0,Баянзүрх,41,5,7,3,3.0,Байхгүй
134000000.0,Баянзүрх,41,2,15,12,2.0,Байхгүй
126000000.0,Сүхбаатар,40,0,16,3,3.0,Байхгүй
128000000.0,Сүхбаатар,40,0,16,3,3.0,Байхгүй
4099999.9999999995,Хан-Уул,126,5,10,1,5.0,Байхгүй
125000000.0,Сонгинохайрхан,48,35,9,5,3.0,Байхгүй
175000000.0,Хан-Уул,55,0,4,2,3.0,Байхгүй
3800000.0,Хан-Уул,193,2,10,9,6.0,Байгаа
2800000.0,Баянзүрх,50,8,12,11,2.0,Байхгүй
165000000.0,Сонгинохайрхан,51,0,16,3,3.0,Байгаа
130000000.0,Баянгол,60,27,9,2,3.0,Байхгүй
168000000.0,Баянгол,55,15,5,2,2.0,Байхгүй
3300000.0,Баянзүрх,88,1,15,12,3.0,Байгаа
163000000.0,Баянзүрх,49,8,12,7,2.0,Байхгүй
3300000.0,Баянгол,105,9,12,12,4.0,Байгаа
88000000.0,Баянзүрх,38,8,12,9,3.0,Байхгүй
240000000.0,Баянзүрх,80,33,12,8,5.0,Байхгүй
225000000.0,Хан-Уул,96,11,8,1,3.0,Байхгүй
3100000.0,Баянзүрх,62,3,16,14,2.0,Байхгүй
100000000.0,Баянзүрх,49,18,6,6,2.0,Байхгүй
170000000.0,Баянзүрх,82,11,10,10,4.0,Байхгүй
186000000.0,Чингэлтэй,62,6,15,8,2.0,Байхгүй
123000000.0,Сонгинохайрхан,60,33,9,9,3.0,Байхгүй
85000000.0,Баянзүрх,31,5,12,7,1.0,Байхгүй
210000000.0,Баянзүрх,91,8,10,7,3.0,Байхгүй
90000000.0,Баянгол,18,37,4,4,3.0,Байхгүй
2400000.0,Баянзүрх,88,2,16,12,3.0,Байгаа
155000000.0,Сүхбаатар,61,7,12,11,3.0,Байхгүй
75000000.0,Баянзүрх,26,10,6,3,1.0,Байхгүй
190000000.0,Баянзүрх,79,23,5,3,4.0,Байхгүй
166000000.0,Баянгол,64,9,10,2,3.0,Байхгүй
123000000.0,Баянзүрх,36,12,12,3,2.0,Байхгүй
170000000.0,Баянгол,57,18,6,5,3.0,Байгаа
160000000.0,Баянгол,40,34,5,5,4.0,Байхгүй
90000000.0,Сонгинохайрхан,39,10,9,9,2.0,Байхгүй
300000000.0,Хан-Уул,79,3,12,3,3.0,Байхгүй
261000000.0,Баянзүрх,73,13,10,4,2.0,Байгаа
280000000.0,Хан-Уул,75,7,12,9,4.0,Байхгүй
147000000.0,Хан-Уул,46,1,12,10,2.0,Байхгүй
1800000.0,Сонгинохайрхан,56,8,9,8,2.0,Байхгүй
80000000.0,Хан-Уул,30,1,7,3,1.0,Байхгүй
3500000.0,Хан-Уул,45,1,3,1,2.0,Байхгүй
2000000.0,Баянзүрх,44,0,16,4,2.0,Байгаа
165000000.0,Сонгинохайрхан,80,23,9,4,4.0,Байхгүй
185000000.0,Баянзүрх,71,10,12,12,4.0,Байхгүй
73000000.0,Хан-Уул,30,9,5,2,1.0,Байхгүй
3600000.0,Хан-Уул,46,3,15,9,4.0,Байхгүй
195000000.0,Чингэлтэй,74,15,9,7,3.0,Байгаа
2500000.0,Хан-Уул,77,4,12,5,5.0,Байхгүй
170000000.0,Сонгинохайрхан,80,23,9,4,4.0,Байхгүй
200000000.0,Чингэлтэй,70,33,5,3,4.0,Байхгүй
195000000.0,Баянзүрх,63,8,16,10,3.0,Байхгүй
150000000.0,Сүхбаатар,53,5,10,4,3.0,Байхгүй
170000000.0,Сонгинохайрхан,80,23,9,4,4.0,Байхгүй
2600000.0,Баянгол,51,15,6,1,4.0,Байхгүй
2800000.0,Баянгол,37,8,9,8,3.0,Байхгүй
260000000.0,Сүхбаатар,64,38,9,3,5.0,Байхгүй
2600000.0,Баянгол,51,15,6,1,4.0,Байхгүй
3400000.0,Хан-Уул,92,2,10,3,4.0,Байхгүй
4200000.0,Хан-Уул,54,0,15,6,3.0,Байгаа
2000000.0,Баянзүрх,44,0,16,14,2.0,Байгаа
155000000.0,Сүхбаатар,54,33,6,2,3.0,Байхгүй
2000000.0,Баянзүрх,44,0,16,3,3.0,Байгаа
2000000.0,Баянзүрх,44,0,16,6,2.0,Байгаа
2600000.0,Баянзүрх,60,5,16,14,2.0,Байхгүй
3800000.0,Хан-Уул,119,9,6,4,3.0,Байгаа
75000000.0,Сонгинохайрхан,35,6,5,4,2.0,Байхгүй
2500000.0,Хан-Уул,71,0,14,11,3.0,Байхгүй
2600000.0,Баянзүрх,57,1,12,5,3.0,Байхгүй
500000000.0,Хан-Уул,141,5,16,15,6.0,Байгаа
205000000.0,Баянгол,89,19,6,4,3.0,Байхгүй
210000000.0,Баянзүрх,55,5,16,3,2.0,Байхгүй
105000000.0,Баянгол,40,35,9,6,2.0,Байхгүй
93000000.0,Сүхбаатар,32,3,14,14,2.0,Байхгүй
119000000.0,Баянгол,44,1,17,17,2.0,Байхгүй
82000000.0,Баянгол,30,11,5,3,2.0,Байхгүй
4500000.0,Сүхбаатар,85,14,13,8,5.0,Байгаа
2700000.0,Баянгол,40,15,5,1,3.0,Байхгүй
2300000.0,Хан-Уул,53,1,12,2,6.0,Байгаа
3200000.0,Хан-Уул,46,0,13,6,3.0,Байгаа
3200000.0,Хан-Уул,77,0,13,6,5.0,Байгаа
3200000.0,Хан-Уул,120,0,13,6,6.0,Байгаа
115000000.0,Баянзүрх,40,15,12,12,2.0,Байхгүй
3800000.0,Хан-Уул,119,10,6,4,3.0,Байгаа
94000000.0,Баянзүрх,33,0,14,9,2.0,Байхгүй
200000000.0,Баянзүрх,52,1,12,11,2.0,Байгаа
85000000.0,Налайх,56,6,5,4,3.0,Байхгүй
79000000.0,Баянгол,31,12,16,11,1.0,Байхгүй
500000000.0,Хан-Уул,141,4,16,15,4.0,Байгаа
195000000.0,Сонгинохайрхан,81,13,10,1,5.0,Байхгүй
201000000.0,Баянзүрх,80,13,9,3,3.0,Байхгүй
3500000.0,Чингэлтэй,65,17,10,8,3.0,Байхгүй
188000000.0,Баянгол,67,8,16,16,3.0,Байхгүй
153000000.0,Баянзүрх,54,1,16,16,4.0,Байхгүй
2500000.0,Сонгинохайрхан,72,14,7,3,3.0,Байхгүй
130000000.0,Баянзүрх,40,8,12,1,2.0,Байхгүй
135000000.0,Баянгол,56,11,16,5,3.0,Байхгүй
100000000.0,Баянгол,45,19,6,2,2.0,Байхгүй
3100000.0,Баянзүрх,68,0,16,8,3.0,Байхгүй
110000000.0,Баянгол,43,12,12,6,2.0,Байхгүй
135000000.0,Баянгол,29,43,9,6,4.0,Байхгүй
188000000.0,Баянгол,67,8,16,16,3.0,Байхгүй
96000000.0,Сонгинохайрхан,55,20,5,1,3.0,Байхгүй
124000000.0,Баянгол,29,38,5,1,4.0,Байхгүй
160000000.0,Баянзүрх,61,6,16,14,2.0,Байгаа
1800000.0,Баянзүрх,54,0,16,8,2.0,Байгаа
120000000.0,Сонгинохайрхан,47,9,9,6,3.0,Байхгүй
130000000.0,Сүхбаатар,50,28,5,2,3.0,Байхгүй
130000000.0,Сүхбаатар,50,28,5,2,3.0,Байхгүй
